,st_case,fatals,persons,state,ve_total,doa,age,mod_year,mdrmanav,mdrdstrd,target,drunk_dr_0.0,drunk_dr_1.0,weather_blowingSand,weather_blowingSnow,weather_clear,weather_couldy,weather_crosswinds,weather_drizzle,weather_fog,weather_other,weather_rain,weather_sleet,weather_snow,weather_unknown,weather_unreported,month_1.0,month_2.0,month_3.0,month_4.0,month_5.0,month_6.0,month_7.0,month_8.0,month_9.0,month_10.0,month_11.0,month_12.0,day_week_name_1_SAT,day_week_name_2_SUN,day_week_name_3_MON,day_week_name_4_TUE,day_week_name_5_WED,day_week_name_6_THU,day_week_name_7_FRI
43,10044.0,1.0,2.0,0,1.0,7.0,5,6.0,4,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,10045.0,1.0,1.0,0,1.0,0.0,6,5.0,4,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,10046.0,1.0,1.0,0,1.0,0.0,2,5.0,4,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,10047.0,1.0,2.0,0,1.0,0.0,5,5.0,4,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,10048.0,2.0,4.0,0,1.0,0.0,1,6.0,1,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,10049.0,1.0,2.0,0,2.0,0.0,5,2.0,4,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,10050.0,1.0,1.0,0,1.0,7.0,6,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,10051.0,1.0,5.0,0,2.0,0.0,4,5.0,2,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,10052.0,1.0,1.0,0,1.0,7.0,5,6.0,4,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,10053.0,1.0,3.0,0,1.0,0.0,3,6.0,0,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,10054.0,1.0,2.0,0,2.0,7.0,6,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,10055.0,1.0,1.0,0,1.0,7.0,5,6.0,9,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,10056.0,1.0,1.0,0,1.0,7.0,3,6.0,4,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,10057.0,1.0,3.0,0,3.0,7.0,6,6.0,2,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,10058.0,1.0,3.0,0,2.0,0.0,5,6.0,2,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,10059.0,1.0,1.0,0,1.0,0.0,5,4.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59,10060.0,1.0,7.0,0,2.0,0.0,2,5.0,2,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,10061.0,1.0,3.0,0,1.0,7.0,4,6.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,10062.0,1.0,1.0,0,1.0,0.0,2,0.0,4,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,10063.0,1.0,3.0,0,1.0,7.0,4,5.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,10064.0,1.0,1.0,0,1.0,7.0,5,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64,10065.0,1.0,2.0,0,2.0,0.0,6,6.0,2,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,10066.0,1.0,2.0,0,1.0,7.0,2,6.0,4,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,10067.0,1.0,8.0,0,4.0,0.0,5,6.0,4,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,10068.0,1.0,1.0,0,1.0,7.0,6,4.0,4,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,10069.0,1.0,2.0,0,2.0,7.0,4,5.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,10070.0,1.0,1.0,0,1.0,7.0,5,0.0,0,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,10071.0,1.0,4.0,0,2.0,0.0,4,6.0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71,10072.0,1.0,1.0,0,1.0,0.0,4,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,10073.0,1.0,1.0,0,1.0,7.0,6,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73,10074.0,1.0,4.0,0,4.0,7.0,6,6.0,2,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,10075.0,1.0,4.0,0,2.0,7.0,6,5.0,2,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
75,10076.0,1.0,1.0,0,2.0,7.0,4,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,10077.0,1.0,1.0,0,1.0,7.0,6,4.0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77,10078.0,1.0,1.0,0,1.0,7.0,6,6.0,4,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,10079.0,1.0,2.0,0,1.0,7.0,4,6.0,0,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,10080.0,1.0,1.0,0,1.0,7.0,2,5.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80,10081.0,1.0,4.0,0,2.0,0.0,6,5.0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,10082.0,1.0,1.0,0,1.0,0.0,6,5.0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,10083.0,4.0,4.0,0,2.0,28.0,4,5.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,10084.0,1.0,3.0,0,3.0,7.0,6,6.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,10085.0,1.0,1.0,0,1.0,7.0,6,5.0,7,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,10086.0,1.0,4.0,0,2.0,7.0,4,5.0,4,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,10087.0,2.0,2.0,0,1.0,7.0,9,6.0,0,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,10088.0,1.0,1.0,0,1.0,7.0,5,6.0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,10089.0,1.0,1.0,0,1.0,0.0,6,5.0,4,17,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,10090.0,1.0,2.0,0,2.0,7.0,6,5.0,6,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,10091.0,1.0,4.0,0,2.0,0.0,5,6.0,4,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91,10092.0,1.0,3.0,0,2.0,0.0,4,6.0,2,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,10093.0,2.0,3.0,0,3.0,14.0,5,6.0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,10094.0,1.0,1.0,0,1.0,7.0,6,6.0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,10095.0,3.0,15.0,0,10.0,21.0,5,6.0,4,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,10096.0,1.0,1.0,0,1.0,7.0,5,5.0,0,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,10097.0,2.0,2.0,0,2.0,14.0,6,6.0,4,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,10098.0,1.0,1.0,0,1.0,7.0,6,5.0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,10099.0,1.0,1.0,0,1.0,7.0,2,6.0,4,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99,10101.0,1.0,2.0,0,1.0,7.0,1,6.0,0,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,10102.0,1.0,1.0,0,1.0,0.0,5,5.0,4,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,10103.0,1.0,2.0,0,1.0,7.0,4,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,10104.0,2.0,3.0,0,2.0,0.0,8,4.0,4,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,10106.0,1.0,1.0,0,1.0,7.0,3,6.0,0,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
105,10107.0,1.0,2.0,0,2.0,0.0,6,5.0,2,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,10108.0,1.0,3.0,0,2.0,7.0,6,6.0,0,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107,10109.0,1.0,3.0,0,3.0,7.0,3,5.0,2,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,10110.0,1.0,1.0,0,1.0,7.0,6,4.0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,10111.0,1.0,2.0,0,1.0,7.0,2,3.0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
110,10112.0,1.0,1.0,0,1.0,7.0,6,6.0,0,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,10113.0,1.0,2.0,0,1.0,7.0,6,5.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,10114.0,1.0,2.0,0,2.0,7.0,5,6.0,4,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,10115.0,1.0,1.0,0,1.0,0.0,4,4.0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,10116.0,1.0,3.0,0,2.0,0.0,6,6.0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,10117.0,1.0,5.0,0,2.0,7.0,5,5.0,3,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116,10118.0,1.0,2.0,0,1.0,7.0,5,4.0,4,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,10119.0,1.0,2.0,0,2.0,0.0,6,6.0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118,10120.0,1.0,2.0,0,2.0,7.0,5,6.0,2,17,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
119,10121.0,1.0,3.0,0,2.0,0.0,4,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,10122.0,1.0,1.0,0,1.0,7.0,6,6.0,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,10123.0,1.0,3.0,0,2.0,7.0,7,6.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,10124.0,1.0,1.0,0,1.0,0.0,6,6.0,6,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123,10125.0,2.0,4.0,0,1.0,14.0,1,5.0,9,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,10126.0,1.0,2.0,0,2.0,7.0,6,5.0,0,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
125,10127.0,2.0,5.0,0,2.0,7.0,6,6.0,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,10128.0,1.0,1.0,0,1.0,7.0,5,6.0,9,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,10129.0,1.0,3.0,0,2.0,0.0,6,4.0,2,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
